HouseSize,NumBedrooms,NumBathrooms,GarageSpaces,Age,LocationScore,Price
1913,3,3,1,17,9.2,641320
3442,5,2,1,26,8.7,241234
2212,3,1,2,29,5.3,618301
1969,3,2,2,12,7.4,477183
1099,5,1,1,10,6.0,306378
1921,5,3,1,22,5.8,660110
2663,4,3,1,24,7.5,531867
1563,2,3,2,18,6.2,605333
1335,5,1,1,16,9.7,261491
3331,2,2,1,16,6.7,565229
3180,4,2,2,23,5.6,331292
3151,3,1,1,22,6.3,340623
3289,3,1,1,1,6.1,354154
3485,5,2,1,14,8.9,405192
2004,2,1,2,10,6.1,476230
3667,5,1,2,25,5.9,469985
2558,2,1,1,20,7.6,359730
2372,3,3,2,4,7.4,611224
2030,4,1,1,5,6.5,292885
1909,5,3,2,2,5.7,360658
2229,4,3,1,15,9.4,305646
1145,4,3,2,23,6.7,556049
3685,3,1,2,28,7.9,399935
1478,3,1,1,12,6.1,613787
2476,3,2,1,26,6.4,151880
2810,3,1,1,23,7.4,311035
1752,2,1,1,29,6.9,296931
2154,4,3,2,21,6.9,607937
1027,5,1,1,20,7.8,205995
1392,2,1,2,18,8.5,318858
2231,5,1,1,19,5.1,547370
2587,3,2,2,10,5.4,232711
1215,5,3,2,4,6.8,295717
2967,2,2,1,3,6.3,533629
3879,2,3,2,19,9.5,596597
3573,5,1,2,10,9.4,583126
3908,5,2,1,5,9.9,611456
3990,2,2,2,21,6.8,577654
2633,4,3,2,10,9.1,191323
1260,3,1,2,12,8.3,421982
1884,3,1,2,22,7.0,675088
1650,4,3,2,24,5.1,193479
2396,4,1,1,16,6.6,384582
1063,4,1,2,15,7.1,476206
1274,5,1,1,16,5.3,221603
3248,4,2,2,18,5.6,586307
1119,3,1,1,23,5.8,642697
3362,4,2,1,6,5.0,460063
3798,3,1,2,8,6.8,693764
1669,4,2,2,2,7.8,331490
3638,3,3,2,6,8.1,320799
3408,2,2,2,26,6.4,194364
1077,2,3,1,11,9.1,467540
1700,5,1,1,23,8.9,179771
1588,4,1,1,29,8.5,565676
2253,4,1,2,27,8.3,210586
1075,3,2,2,21,6.5,453615
3025,3,3,2,6,5.6,224046
2905,2,2,1,8,5.8,576030
2944,3,1,2,28,5.3,666929
3703,4,3,2,23,6.5,258004
3486,3,1,1,1,5.2,396656
1672,2,3,1,3,7.7,336179
1492,5,1,2,22,7.3,690265
2278,5,2,1,14,5.5,486355
2010,2,1,1,14,5.3,329137
3419,2,1,2,15,9.0,661650
2138,3,3,1,9,6.8,403885
1011,5,3,2,10,9.4,501934
3319,5,1,2,15,5.1,613282
2305,2,1,2,5,6.7,273572
1789,4,1,2,3,7.1,152317
3198,4,1,1,8,9.6,179768
3001,2,1,2,18,5.2,474687
1762,3,1,1,7,5.8,436881
2883,4,2,1,27,8.1,305610
1108,2,3,2,21,6.8,610148
1456,3,3,1,8,5.4,599527
1859,2,1,1,17,9.0,275977
1476,5,3,1,21,6.4,419127
3791,2,1,2,11,8.4,527656
3667,3,3,2,27,7.6,510193
1103,3,2,2,26,5.7,244868
1099,3,3,2,10,6.4,449688
3462,3,3,1,29,6.3,164469
2780,4,1,2,14,7.6,629929
2782,5,3,1,21,8.9,596410
1393,5,2,2,26,7.9,594542
1886,2,3,2,23,7.7,292147
1820,3,3,1,17,9.8,497770
3897,3,3,1,26,7.2,458784
2970,2,2,2,6,9.5,600591
2424,2,2,1,3,6.1,521753
2818,3,2,1,14,5.8,548567
3183,5,2,1,27,8.8,396737
2462,4,1,1,19,5.8,575551
3898,5,1,1,5,7.4,570413
2355,3,1,1,6,5.1,476669
3361,5,1,2,8,6.7,610368
3317,4,3,2,13,7.1,451509
1968,4,1,2,7,6.8,405967
1232,3,3,1,4,5.8,383016
2194,5,3,2,5,9.8,591891
2739,3,1,1,16,7.9,317389
3903,5,2,1,20,8.9,168133
1838,4,1,1,20,9.9,163114
3254,5,2,1,24,8.1,258867
1043,3,3,1,15,8.9,691122
1577,2,3,1,23,8.1,460984
1357,3,3,2,6,9.5,226794
3310,3,1,2,28,6.7,659782
3169,3,1,2,19,9.7,160496
2199,3,2,1,14,6.3,699769
3825,2,2,2,27,7.6,155444
1515,4,2,1,3,6.8,608238
2417,2,1,2,18,8.9,519524
1123,2,3,1,29,5.6,652780
3555,3,2,2,14,9.1,210721
2058,3,2,1,25,7.7,516881
3561,5,3,2,9,9.7,611149
2318,3,2,2,2,7.3,169199
3254,2,3,1,1,6.5,337302
3000,3,1,1,3,9.6,536720
3910,3,3,1,6,8.0,330711
1141,2,3,2,4,5.6,316630
2878,5,3,2,7,7.8,302144
3094,4,3,1,21,6.3,300355
1855,2,3,1,1,8.7,263693
1805,3,2,2,5,7.8,537904
3794,5,3,1,19,5.6,559744
1082,4,1,1,11,7.2,349264
1518,3,3,1,17,8.5,525091
2610,2,3,2,5,5.6,447602
3561,4,3,2,20,8.0,611269
3522,3,3,2,6,5.1,607309
1176,2,2,1,18,7.6,154348
3895,3,1,1,24,5.0,527508
2425,3,3,1,20,6.8,311981
1254,2,2,1,23,6.9,266810
2171,4,1,2,12,7.2,313767
3881,4,2,1,18,9.4,487704
2435,5,1,1,3,5.8,306081
3035,4,2,2,13,7.9,358513
2764,2,2,1,25,6.4,461654
1931,2,1,2,2,9.5,411629
3313,2,3,1,7,5.3,556544
1745,5,1,2,14,5.8,425593
1013,3,2,2,2,8.7,189527
1437,5,1,1,7,9.1,450235
1984,2,1,2,7,8.3,635781
1778,4,1,2,8,9.9,582497
1121,3,2,2,10,7.5,394748
2323,3,2,2,18,6.7,506345
2413,5,3,1,24,5.3,359034
1168,5,2,2,7,8.2,552987
2268,4,3,2,15,7.8,323257
1783,5,2,2,28,6.2,219128
2038,4,3,2,2,8.8,525125
3517,4,1,2,9,5.7,509839
1000,3,2,1,8,6.0,394090
2315,4,3,1,5,6.0,158976
2633,4,2,2,26,7.9,432400
2798,2,3,2,1,5.2,450413
1600,3,1,1,26,7.2,311215
2027,3,2,2,2,9.9,359700
2348,4,1,1,19,8.9,244126
2125,4,1,2,28,9.0,455581
3911,2,1,1,29,9.4,475280
2947,5,1,1,15,7.1,420256
1626,3,3,1,1,6.4,674091
3025,3,2,1,10,9.8,550211
3627,2,1,2,10,8.2,548992
1425,4,3,2,27,5.8,578259
1781,3,3,1,17,9.9,232544
2137,2,1,1,14,8.4,502591
3449,4,3,2,6,8.9,641867
1362,3,3,1,17,6.3,284485
3728,2,3,2,12,7.5,225985
1970,5,2,1,11,5.7,492661
3854,5,2,2,27,6.9,353577
1323,2,3,1,6,7.7,678453
2307,4,1,2,1,7.1,624309
1655,5,1,2,18,5.3,369056
3802,3,3,2,5,8.6,689601
2954,2,2,1,22,8.9,224326
1746,4,3,1,4,7.0,329349
3092,2,1,2,2,6.2,160360
1340,4,2,2,11,8.4,413908
1564,2,1,1,25,7.9,604284
2945,3,1,1,1,8.3,457899
1172,3,3,2,25,6.9,376700
1081,4,2,2,15,8.1,506087
1645,2,3,1,22,7.0,532452
2619,5,1,2,20,7.7,189298
1711,4,2,2,7,6.4,513032
1255,4,2,1,7,7.0,499711
2860,4,2,2,1,6.4,691197
1106,2,2,2,6,8.2,347547
1754,5,1,1,23,5.8,540489
2627,4,1,1,20,7.9,647083
2184,5,3,1,18,7.9,354085
1937,5,3,2,6,9.1,677759
1413,2,3,1,23,8.8,512560
2388,4,3,1,11,5.1,620114
3697,4,3,1,24,8.0,225938
1054,5,3,2,3,5.4,695929
3952,3,3,1,26,5.4,240821
3209,3,2,2,10,9.2,304934
1529,4,1,1,18,6.3,417353
1497,3,3,1,16,8.7,369457
3479,4,1,1,24,9.9,172272
2585,5,3,1,17,9.9,350057
1839,5,1,1,2,8.5,371916
2110,3,1,1,21,7.8,634031
3555,4,2,2,24,9.1,382456
3213,3,2,1,11,5.9,696075
2289,2,2,2,15,10.0,656119
1652,4,3,1,4,6.0,382359
2112,5,3,2,11,8.5,584819
2405,4,3,2,20,5.4,380756
2397,2,2,1,22,5.7,333614
3454,5,1,2,22,6.0,298504
3605,2,1,1,17,7.2,414127
2825,5,1,1,18,6.1,532188
1702,2,3,2,14,8.7,623062
3564,2,3,1,25,6.5,617689
3885,2,3,2,18,6.8,257764
1637,3,1,2,3,8.3,179340
2100,3,2,2,12,5.2,201916
1681,3,1,2,29,9.7,191516
3444,5,2,2,16,6.9,239111
3198,3,2,1,27,6.2,647855
2769,3,2,1,5,8.9,268811
3737,5,3,1,22,6.8,238306
3442,2,1,2,10,6.8,348800
1198,4,2,1,14,6.5,183747
3170,3,2,2,6,5.5,178222
3064,4,2,2,23,8.6,199043
3759,2,3,2,11,8.1,228692
3459,4,2,1,25,9.9,463460
3155,2,2,2,10,8.1,199177
2449,4,1,2,14,5.2,551880
1722,5,3,1,18,7.4,627635
1627,5,2,2,20,5.1,200964
1454,4,1,2,21,6.6,555296
3982,5,3,1,18,7.7,208857
3161,2,1,1,10,9.8,280731
1714,2,2,1,8,5.1,672898
1359,3,3,1,6,9.8,352796
2832,2,1,2,12,9.5,692509
1040,3,2,1,28,8.4,165432
1094,3,1,1,8,5.5,531493
3146,2,2,2,27,9.8,328382
1571,5,1,2,14,7.8,620561
3649,4,1,2,26,5.0,382338
2947,5,2,2,13,9.1,556723
1696,3,1,2,6,6.1,340999
1954,3,1,2,19,6.4,555554
2311,3,1,2,23,8.0,285522
3864,2,2,1,27,5.6,153304
3174,2,3,2,22,9.6,396110
1387,4,1,1,17,8.3,404041
1320,5,3,1,13,6.7,516250
1503,5,1,1,26,8.7,299265
2703,3,2,2,27,9.3,451141
2036,4,2,1,27,9.2,279220
3900,2,3,1,13,7.9,607313
3380,3,1,2,25,9.0,465591
2656,5,2,1,13,5.8,559635
1370,2,1,2,2,8.1,436791
1943,5,1,1,22,6.8,612328
1313,3,1,2,16,6.5,228872
3197,2,2,2,21,5.7,334641
1524,2,3,2,6,5.2,668241
3031,4,1,2,2,5.1,579073
1657,4,1,1,12,9.4,518696
3471,2,2,1,12,8.4,692303
2647,3,1,1,12,8.4,370110
2693,4,1,1,29,8.0,300714
3487,3,3,1,5,6.9,444681
3497,2,1,2,11,6.8,196179
2317,5,3,2,9,6.4,496376
3560,4,1,2,6,6.7,566562
1791,5,1,1,17,8.5,541851
1909,2,3,2,12,7.5,312381
1136,3,2,1,14,8.8,587304
3516,4,2,1,21,5.5,327200
3101,4,1,2,25,7.5,299997
3258,3,3,2,18,6.9,680124
3384,2,2,1,12,5.1,535912
3440,3,2,2,3,5.8,209178
1411,2,2,2,9,5.5,678807
1419,2,2,1,22,6.8,478630
3398,3,2,2,4,8.6,465666
1972,2,1,2,23,8.2,548579
3349,4,2,2,6,8.0,634126
3814,4,1,1,24,7.5,586103
1746,4,2,2,5,5.4,555819
1968,4,3,1,4,7.7,305176
3512,5,2,2,5,6.1,507197
3941,4,2,2,10,9.2,553400
2554,4,2,2,27,6.0,338818
1970,4,3,2,19,9.1,570801
2935,4,2,2,17,7.8,616318
1486,5,2,2,19,6.9,400210
2917,2,3,1,1,6.3,165032
1856,4,3,1,20,7.6,364390
3020,4,3,1,29,7.9,222738
2775,2,1,1,19,5.7,625511
3880,2,1,1,28,9.9,407877
3964,2,3,2,22,5.9,508025
2007,2,3,2,7,8.5,330645
3494,5,1,2,27,9.9,526124
1353,5,3,2,22,9.9,291890
3770,2,3,1,10,8.8,475714
2832,2,2,2,29,9.7,254015
3185,3,1,2,12,8.8,548234
2352,5,1,2,17,8.1,318146
3031,3,1,1,4,6.1,646500
1297,2,1,2,20,5.4,309535
2811,5,3,2,24,5.2,677490
3774,5,3,1,14,7.1,484781
2347,5,1,1,22,7.9,278589
3039,2,1,1,5,7.0,331398
2998,4,3,2,14,8.7,636365
2751,4,2,1,25,7.6,446198
1235,5,3,2,24,6.4,654594
2048,5,3,1,24,9.8,599182
2699,5,3,2,23,6.9,250966
2914,5,3,1,14,5.6,449484
1544,2,1,2,23,8.9,437353
1802,4,2,2,19,6.0,497546
2578,5,3,1,25,5.5,497956
1860,4,3,2,4,8.3,254761
3085,2,3,2,3,8.8,304346
1228,4,3,2,1,5.3,576249
1850,3,3,1,20,8.3,333030
2079,5,2,2,24,8.6,366338
2898,3,1,1,21,8.1,521435
3595,4,3,1,19,9.3,511739
1355,3,1,2,14,5.2,532057
3397,2,3,2,5,9.8,494313
2684,2,1,2,20,8.1,671386
2253,2,1,2,21,7.4,219889
3403,2,1,2,26,5.4,671746
1814,3,3,1,3,5.2,422982
1091,5,3,2,8,9.4,367897
3110,2,3,1,4,7.7,456236
3110,4,3,1,24,5.7,303628
1497,2,1,1,29,6.3,303820
3299,3,3,1,22,7.7,427415
3638,4,2,2,3,8.9,406248
1874,4,2,1,26,7.0,604058
3206,4,1,1,28,9.7,450742
1051,3,3,1,2,5.9,205399
3564,5,3,2,10,9.0,370745
2732,4,1,2,26,6.0,196514
1902,5,2,1,20,6.8,282449
3727,2,1,2,16,9.5,316218
3540,2,3,1,11,8.0,157224
3459,5,1,2,17,5.6,295856
1300,3,2,1,12,6.2,525208
3304,5,2,2,26,5.0,396230
2866,3,2,2,12,6.6,374455
3781,2,3,2,14,7.6,534187
1846,2,3,2,21,7.8,210648
2152,4,1,2,11,9.7,475935
3144,2,2,1,8,9.3,237852
2908,2,1,1,19,9.4,178081
3077,5,2,2,12,8.8,446614
3117,5,3,2,13,7.6,649856
1697,2,2,2,28,8.3,500545
2310,4,1,1,19,8.1,572183
3834,4,1,2,7,7.6,433573
1618,3,2,2,16,8.7,234334
1016,4,3,2,9,9.8,611287
2911,2,2,2,13,7.2,620014
2227,3,3,1,19,6.6,519102
3057,2,3,1,20,9.9,678835
2929,2,3,1,1,9.0,679733
3778,5,2,1,21,9.9,692971
2100,2,1,2,11,7.0,190006
2728,2,2,2,7,10.0,478994
2255,3,1,2,28,7.8,526681
2948,3,1,2,29,7.2,668258
2782,4,3,1,16,6.9,613064
3893,4,1,2,9,6.8,360151
1855,5,2,2,4,7.1,244130
3681,2,2,2,21,7.5,587481
2899,3,3,1,13,9.7,631930
1153,5,1,2,20,8.1,299794
3004,3,1,2,16,8.1,359717
3159,5,1,1,23,7.5,481289
2612,2,2,2,14,5.4,240180
2560,2,3,2,13,6.5,165754
2058,5,2,1,4,9.6,659023
1076,5,3,2,2,6.4,307798
1975,4,2,1,24,6.0,582945
1827,2,1,1,5,5.1,150318
3558,3,2,1,1,7.9,334812
3412,4,1,2,10,5.3,578920
2548,4,3,1,22,9.1,610112
3928,5,2,2,19,7.7,488454
1645,3,3,1,29,7.0,376457
2660,4,3,2,29,9.0,564923
3719,5,3,2,17,8.8,252919
2890,5,2,1,26,7.0,177641
3327,4,1,2,7,7.1,578670
2555,3,1,2,12,6.2,259748
3645,4,3,2,15,5.2,440972
3863,5,1,2,5,6.2,497865
3042,4,1,1,13,6.4,189524
1068,3,1,2,14,8.5,284090
2225,2,2,2,9,9.5,276455
1943,5,3,1,9,6.3,466666
2994,3,2,1,14,9.6,610790
3778,4,3,1,19,6.1,613085
1475,4,1,2,13,6.6,541723
2296,3,3,2,5,9.4,210436
2762,5,2,1,28,6.3,626542
2149,3,1,2,26,5.8,694769
2052,3,2,1,5,9.6,466676
1284,3,1,2,25,8.1,464862
3673,3,3,1,6,7.6,572973
3917,4,3,1,6,8.8,586065
3649,3,2,2,13,5.3,305929
2157,2,2,2,2,5.4,335296
2602,5,1,1,7,6.7,274513
2443,3,1,2,15,7.2,498489
1715,2,3,2,7,5.0,394775
3995,4,3,2,11,9.0,609675
3637,3,3,1,14,5.9,516908
3019,3,3,2,6,6.9,471000
3744,2,1,2,8,8.1,652684
2502,3,1,1,28,9.1,215345
3077,2,3,2,12,7.6,576709
3139,2,1,2,2,6.9,629293
3041,5,3,1,28,8.7,615029
1449,3,1,2,22,7.3,584668
2341,3,3,1,29,9.7,643225
1488,5,3,2,16,8.8,463527
1999,2,1,2,25,7.0,664990
3471,3,3,1,8,7.2,481118
1105,2,2,2,16,9.1,309123
3735,4,1,2,16,7.1,598420
3157,5,2,1,10,8.4,451950
2952,5,2,1,24,7.1,471652
1377,2,3,2,1,8.6,665149
1260,4,1,1,17,7.1,398769
2462,2,3,2,22,6.4,418930
3432,4,3,2,27,6.2,694430
1267,2,3,1,23,6.6,671300
1179,4,1,2,3,5.5,360179
1611,2,3,2,12,7.0,515631
1964,4,1,2,16,6.7,230516
3545,3,3,1,7,5.3,394972
1732,4,3,2,10,6.2,592769
3922,5,2,2,13,5.7,235659
1912,5,1,1,24,7.6,439841
1884,4,2,1,16,8.4,251472
2094,4,1,2,3,8.2,373706
3808,5,1,1,4,8.9,348862
3143,5,2,1,10,5.6,184289
2026,2,1,2,27,10.0,365629
1508,5,1,2,16,5.6,676090
3208,3,1,1,18,10.0,632471
3273,3,2,2,24,5.6,347471
2446,5,3,2,14,8.0,348953
3628,2,1,2,17,8.9,645741
2886,4,3,2,13,9.3,196730
2019,2,3,2,13,7.5,163994
3383,4,1,1,25,7.1,311347
2151,5,1,1,13,8.4,498102
1277,3,3,1,17,6.3,242624
2395,5,3,1,27,9.0,265902
2126,3,2,2,1,7.2,340529
2802,2,2,1,26,8.3,651974
1272,2,1,2,8,8.3,617882
3050,5,1,2,3,9.2,514769
2838,2,2,1,8,8.6,223863
1701,2,2,1,9,5.2,288552
3222,5,1,2,5,6.7,557554
2134,4,3,1,25,9.7,386703
3336,2,2,1,3,6.1,321673
1231,4,3,1,7,9.0,366755
2943,2,2,1,19,7.2,679481
1385,4,2,1,23,6.0,397083
1264,5,2,1,14,5.1,328306
2583,4,3,2,16,7.5,421411
3907,2,3,2,20,5.8,161763
2024,2,2,1,23,9.2,480819
1163,5,3,2,7,7.8,209351
2214,5,3,1,25,6.2,439830
2903,3,3,1,8,7.5,475403
3996,2,1,1,11,7.7,376589
2686,5,3,2,15,7.8,245031
3719,2,1,1,20,9.6,249646
2885,4,1,1,18,7.2,268054
3307,5,1,1,17,10.0,491595
1259,4,1,1,1,8.4,293647
2378,2,1,1,23,5.2,485550
2140,4,3,2,22,6.2,594348
1164,5,3,2,13,5.1,495722
3474,5,2,1,14,9.7,482232
1366,3,2,2,19,7.5,224630
2044,4,2,2,17,9.6,502233
2257,5,3,2,10,8.3,364455
3181,4,3,2,5,7.8,698354
3776,5,3,1,2,5.6,464074
2023,3,3,2,16,7.3,274282
1694,3,1,1,7,9.4,401535
1741,3,2,1,12,7.4,182837
2175,2,2,2,7,6.8,475974
3910,4,1,1,11,8.6,650490
1670,5,3,2,8,5.1,545413
2241,3,2,2,23,8.7,529272
2927,5,1,1,7,8.9,474113
1652,2,2,1,23,9.5,496892
1240,3,2,1,21,10.0,646031
1923,5,3,2,19,7.9,519021
1204,3,3,1,3,5.8,618470
1714,5,3,1,13,9.5,611875
1427,5,3,1,28,5.4,660308
1238,3,1,2,3,5.7,511908
3803,3,1,2,20,9.3,551363
1043,2,1,1,25,8.0,623286
2798,2,3,1,14,7.9,617046
1711,5,2,1,26,5.3,624627
3560,3,2,1,21,6.8,419718
1563,3,1,1,21,5.1,408296
1674,3,3,1,24,10.0,336766
3912,4,1,1,21,6.7,510897
2472,3,3,1,29,9.0,285300
2735,3,3,1,25,8.5,410557
1786,5,3,1,10,7.8,544754
1800,5,3,2,2,8.4,679943
1002,4,3,2,16,5.6,679612
2600,5,2,1,12,7.8,632882
1894,4,2,1,8,6.5,164707
1764,3,3,1,26,7.9,578232
2795,4,2,2,23,6.4,179026
1894,4,2,1,22,5.5,229105
3010,4,2,2,29,5.6,218056
1131,5,2,1,16,5.7,233802
2254,2,1,2,26,9.0,587936
3502,4,2,2,1,7.9,310676
3452,2,3,1,6,7.9,161669
1826,2,1,1,22,6.3,533185
3050,2,3,1,11,9.1,501140
1981,2,1,2,6,6.6,406865
1175,5,1,2,9,6.6,234618
2535,2,1,1,11,5.2,581364
1110,4,3,2,29,7.1,342922
2618,4,1,2,23,7.1,311116
1254,5,1,2,3,7.5,413920
2616,5,2,1,9,6.4,354914
3361,4,2,2,25,5.8,194251
2313,4,3,1,5,7.3,330321
1069,4,2,1,26,6.6,323323
2103,4,3,1,10,6.9,265447
1493,2,3,1,12,6.2,343615
2304,4,1,2,18,6.5,193636
1356,4,1,1,23,6.9,644702
3748,3,1,2,5,8.3,482711
1889,2,3,1,29,8.2,269079
3880,3,3,2,21,9.6,292000
2469,3,1,1,2,10.0,507560
2101,2,2,2,10,9.9,228257
2548,2,1,2,4,9.7,532019
1710,2,2,1,12,7.9,643620
2137,2,2,2,7,5.7,370269
3609,3,1,1,16,6.0,480562
1131,3,1,2,17,9.9,665934
1928,2,1,2,15,6.6,404445
2713,3,1,1,17,6.7,293200
3445,5,1,2,26,7.6,422107
1075,4,3,2,12,5.0,216497
1068,5,1,2,12,7.8,342145
3351,2,2,2,2,5.7,181310
1330,5,3,2,18,7.2,669633
3470,4,1,2,16,5.4,573895
3676,4,1,1,6,5.9,414148
1870,5,1,1,18,6.9,499631
3480,5,2,1,28,7.6,445370
2572,4,2,2,6,8.1,537919
2501,4,2,2,3,9.8,213175
1793,4,1,1,1,5.5,490404
1547,2,2,2,3,5.5,222904
1960,4,2,1,18,5.0,268324
2856,2,2,1,7,6.4,614023
2032,5,3,2,9,9.0,694866
3822,5,3,1,26,8.3,466090
1947,3,3,2,24,9.1,497972
1082,3,3,1,27,9.9,541641
3424,4,2,2,7,9.6,529616
2553,5,3,1,2,8.5,266146
1047,3,1,1,29,5.1,150763
2579,5,3,2,24,5.3,273508
2795,2,2,2,13,10.0,454502
1300,2,2,1,16,7.1,485920
3123,5,2,2,8,9.0,183716
3353,4,1,2,28,7.7,291918
2074,3,2,1,11,9.7,588203
2195,4,3,2,21,8.7,254568
1719,3,1,2,28,7.9,641184
1987,5,3,1,12,7.0,688036
1574,5,2,1,13,7.3,405350
3386,4,2,1,6,5.1,206826
2397,3,3,1,12,6.1,405691
3467,2,1,2,10,9.8,460322
1341,4,2,2,6,7.0,332318
1924,4,2,2,27,5.5,473070
1955,3,3,1,17,7.0,399176
3273,4,2,2,1,5.6,304491
2113,3,3,1,18,9.3,645784
1458,4,1,2,5,9.4,452112
2537,4,2,2,12,9.5,604318
1506,5,3,1,26,5.1,595564
1921,4,1,1,24,9.2,172642
3680,5,3,1,11,6.9,494844
2449,5,1,2,20,5.9,589963
2037,3,3,2,17,6.2,465764
3258,2,1,2,15,7.3,544161
2236,5,3,2,15,6.5,538892
2671,3,3,1,3,9.3,469416
3856,2,2,1,29,5.6,426361
1312,5,2,1,1,7.9,397196
1341,4,3,2,9,6.6,646958
3085,3,1,2,15,5.6,554243
2454,3,2,2,29,6.1,346059
2235,3,1,1,29,8.1,650550
2498,5,2,1,18,9.0,312895
2719,2,1,2,13,8.0,383685
2416,2,1,1,10,7.9,494789
3773,4,3,2,28,7.3,552832
1239,5,2,2,26,7.4,695283
1677,4,2,1,29,6.6,586084
1963,3,2,1,29,7.7,187702
1686,2,1,1,21,8.2,169542
1744,3,1,2,22,7.5,620231
1425,4,2,1,15,5.7,571051
1860,3,3,2,11,9.0,355948
2081,3,3,1,18,9.1,621175
2015,2,3,2,1,9.2,515641
3599,2,3,1,12,6.4,336590
1705,2,1,2,24,8.9,486527
2459,2,3,2,1,8.5,475895
1701,5,3,2,28,6.7,489161
1365,3,3,2,19,9.1,204296
2733,4,1,1,4,8.1,257761
1954,5,1,2,4,8.2,282003
1351,3,1,1,23,6.7,165942
1936,4,3,1,2,6.2,690358
3121,2,3,2,23,9.4,211234
3741,2,2,1,25,6.0,278342
3567,5,1,2,3,7.6,282455
1355,2,1,2,22,5.1,409576
3991,4,2,2,24,6.4,412640
1709,3,2,1,14,5.1,678775
1681,5,3,1,29,5.3,288893
1796,5,1,1,4,6.7,330483
3938,3,3,2,8,7.8,526620
3901,2,3,1,8,9.0,245142
1779,5,1,1,15,9.0,667185
1515,2,2,2,6,5.3,560594
3322,3,1,1,23,9.9,441958
2955,4,1,1,9,8.8,250368
1046,4,1,2,5,9.9,432543
3409,4,3,2,3,5.4,342503
2135,4,1,1,8,5.4,444007
3203,3,1,2,20,7.5,676909
2078,2,1,2,23,7.0,667346
3671,5,2,2,18,9.8,692775
1713,4,3,1,4,6.5,214250
3451,2,3,1,5,6.8,331316
1199,2,2,2,5,5.1,308109
3046,2,2,2,26,9.6,658040
1940,4,1,2,13,8.7,628160
2646,3,1,2,2,6.2,173391
3722,3,2,2,22,7.3,479845
1673,5,1,1,5,5.6,491006
3122,5,1,2,10,5.7,302318
1375,4,1,1,5,8.4,152043
3885,2,1,1,4,7.1,581451
3524,2,3,2,23,7.9,677049
2838,3,2,1,28,5.1,207006
1928,4,2,2,2,7.3,365331
1211,5,3,2,23,6.2,566481
2447,2,2,1,9,8.0,381876
1414,5,3,1,9,6.3,532463
2903,2,1,1,9,5.3,314762
2199,3,3,1,25,6.2,266402
1894,4,2,2,19,5.1,245259
2128,2,3,2,16,5.9,534370
3417,5,1,2,2,8.6,425375
1703,4,1,1,18,9.3,264324
2143,3,2,2,23,9.0,360982
3231,5,2,1,22,6.0,613320
2134,3,3,2,10,8.3,551586
1869,4,1,2,7,5.6,456204
2435,4,3,2,13,5.9,449435
3053,3,2,2,29,8.3,695802
2059,3,3,1,21,7.2,286919
1877,3,2,1,22,7.3,176174
2660,5,3,2,15,6.7,517588
1616,5,2,2,25,6.7,614497
3185,3,1,1,12,7.2,562753
1299,3,2,1,6,9.3,324772
2667,2,3,1,17,5.8,616752
1107,5,1,1,19,7.6,316218
2494,2,2,2,10,5.0,678667
3666,5,3,2,14,8.5,562107
2770,2,3,2,13,9.1,566250
1132,5,2,1,23,9.2,314902
2693,4,2,2,29,8.5,276075
1316,5,1,1,5,6.5,353842
3476,3,2,1,27,5.4,191759
1002,4,2,2,4,6.5,694014
2093,2,2,2,27,9.3,487621
2583,4,3,1,10,6.2,543031
2228,4,1,1,5,8.5,252988
2681,3,1,1,7,7.0,308512
3127,3,3,2,9,5.6,257889
3744,5,2,1,28,6.0,229600
2577,2,3,2,19,9.0,306716
1920,3,3,1,11,9.8,536241
3773,5,2,2,22,7.7,585730
2539,5,3,1,15,8.3,200011
3416,4,2,1,17,7.7,151779
2183,2,3,1,29,6.2,201534
1454,4,1,1,15,9.3,505096
3047,3,3,1,5,9.3,177640
1097,3,3,2,10,6.3,307202
2895,5,3,1,28,7.2,252409
2342,4,2,1,21,5.1,318891
3238,3,1,1,16,7.4,172523
1951,2,2,1,3,9.6,258056
3155,3,3,2,20,5.5,164068
2846,2,3,2,23,6.1,515032
3791,4,3,1,23,8.8,455454
1169,2,2,1,1,5.8,532558
2334,2,2,1,22,8.9,485859
1281,5,3,1,27,8.0,519391
3438,2,3,2,5,8.3,412852
1071,5,3,2,6,7.6,515276
1959,2,3,1,26,8.1,346399
2373,3,1,1,23,7.4,606820
1766,3,2,1,16,8.4,474762
2574,2,3,1,23,9.4,462868
2987,5,1,1,26,5.5,270855
2287,2,1,1,12,5.9,208180
1370,4,1,2,29,5.4,391622
1919,3,1,1,4,7.9,568523
1797,3,2,2,13,9.8,635766
2331,3,2,1,20,8.9,490349
2720,4,2,2,26,6.4,339181
2323,3,3,2,24,7.0,516808
3977,4,3,1,28,6.8,262597
3864,2,2,2,21,5.6,635162
3766,5,2,1,12,9.5,445659
3922,2,3,2,10,6.8,314986
1426,4,2,2,17,8.9,585956
1239,5,2,2,23,8.2,585619
3037,2,2,2,23,7.7,270163
3613,3,2,1,28,5.1,608730
2472,2,3,2,21,6.7,606872
3803,2,1,1,17,7.6,664179
2407,3,1,2,3,5.4,522988
2080,2,1,1,15,5.9,181490
2167,4,1,1,26,5.2,683935
1336,3,3,2,24,6.6,410823
1200,5,3,1,3,7.8,528467
1361,2,2,2,27,8.7,510152
2684,3,3,2,21,7.9,418670
2725,3,1,1,1,5.5,600213
